name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
Double room ensuite in the center,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.148804,-8.604039,Private room,51,1,63,2019-09-21,0.5,6,0,0,AL 52876
"Porto, estúdio florido numa praia famosa",3043794,Armando,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07648,-8.65492,Entire home/apt,50,3,86,2022-10-10,0.71,5,344,14,
charming apartment in downtown Porto 2,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14653,-8.6023,Entire home/apt,63,2,271,2022-11-17,2.48,18,320,13,6764/AL
Kitchnette Studio in Porto's Downtown,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,30,2,454,2022-11-28,3.62,5,365,32,30401/AL
River&Bridges apartments 2 in Porto,3326280,Rui,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13846,-8.61222,Entire home/apt,50,3,313,2022-12-02,2.71,2,338,14,128530/AL
Ribeira - Porto/ Duplex Apartment,1609420,João & Cristiana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14128,-8.61178,Entire home/apt,68,1,54,2017-05-24,0.42,1,1,0,44204/AL
Sótão acolhedor num prédio do século XVIII,6988977,Casa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14397,-8.61777,Entire home/apt,68,3,78,2022-11-01,0.78,3,168,20,16768/AL
"""Porto Ribeira Moments"" apartment",3074362,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14175,-8.61355,Entire home/apt,84,3,191,2022-12-07,2.41,1,312,45,36689/AL
Cedofeita Downtown | Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1475,-8.61796,Entire home/apt,65,2,383,2022-11-18,3.05,8,293,43,44408/AL
Shining view in the city heart 7,1630185,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14321,-8.61676,Entire home/apt,105,2,158,2022-11-06,1.23,15,352,26,5929/AL
3 Room Luxury Apartment in City Centre - nr98,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.35519,-8.74315,Entire home/apt,75,2,8,2022-08-27,0.06,2,214,3,64412/AL
Porto Luxury Suite,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,40,2,486,2022-11-20,4.04,5,363,25,30401/AL
Kitchnette Studio in Porto's Downtown II,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,30,2,483,2022-11-03,3.83,5,365,42,30401/AL
Red Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1413,-8.61543,Entire home/apt,95,2,383,2022-12-06,3.06,13,254,59,7293/AL
Purple Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14081,-8.61679,Entire home/apt,66,2,206,2022-11-17,1.65,13,229,9,6851/AL
ABEL'S IN DOWNTOWN - THE PLACE TO BE 1 OF 2,6989703,Abel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14739,-8.61825,Entire home/apt,60,2,630,2022-12-11,5.53,12,169,63,16769/AL
Portugal - Vila Do Conde! Location!,1850073,Jolene,VILA DO CONDE,Vila do Conde,41.36886,-8.75795,Entire home/apt,80,2,19,2019-08-11,0.16,1,198,0,
Shining view in the city heart 6,1630185,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14386,-8.61667,Entire home/apt,85,3,32,2018-10-17,0.25,15,355,0,5929/AL
Vitória - Central and Rustic Studio,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14414,-8.61563,Entire home/apt,48,2,444,2022-11-07,3.85,16,324,34,4910/AL
A Formosa 4 - Private balcony room,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14907,-8.60905,Private room,30,2,136,2022-11-12,1.1,8,323,48,6995/AL
Very spacious room in townhouse downtown,2606384,Fernanda,PORTO,Bonfim,41.15111,-8.6014,Private room,32,4,14,2022-11-27,0.12,10,359,9,
Suite in the center of Oporto!,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,39,2,476,2022-10-30,3.77,5,365,29,30401/AL
Mouzinho 134 - Historical Center - White,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,73,2,499,2022-12-11,4.33,9,21,32,6468/AL
Fontielas Houses | House T1 with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17447,-8.35492,Entire home/apt,58,7,12,2022-08-31,0.13,3,0,3,7562/AL
Mouzinho 134 - Historical Center - Pink,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,67,2,388,2022-12-11,3.38,9,364,29,6478/AL
Casa da Belavista 2 - Foz Velha- Porto,3197326,Luiz,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14801,-8.66768,Entire home/apt,79,2,12,2020-07-18,0.12,2,313,0,80872/AL
River&Bridges apartments 1 in Porto,3326280,Rui,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13532,-8.6077,Entire home/apt,55,2,562,2022-12-09,4.58,2,236,67,2221/AL
Old city! River View! Indoor Parking!,1969579,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14285,-8.6054,Entire home/apt,80,2,351,2022-11-16,2.77,1,321,35,6946/AL
apartment 10min walking to downtown,3284341,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15877,-8.63211,Entire home/apt,61,4,64,2022-11-01,0.55,2,363,23,13618/AL
Modern Flat with Patio in Historic Jewish Quarter,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.61583,Entire home/apt,83,1,193,2022-08-17,1.55,6,325,8,7155/AL
Wine Hostel - Private Room Ensuit,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14641,-8.61661,Private room,70,1,2,2022-07-30,0.02,6,288,1,55451/AL
Wine Hostel -  4 Bed Mixed Dorm Ensuite,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14646,-8.61822,Shared room,27,1,60,2022-11-11,0.59,6,317,13,55451/AL
Rustic House,1994633,Elisa,MAIA,São Pedro Fins,41.25363,-8.54319,Entire home/apt,180,7,125,2021-08-31,0.99,1,360,0,15346/AL
Wine Hostel - 6 Bed Mixed Dorm / Shared bathroom,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14763,-8.61749,Shared room,23,1,129,2022-11-11,1.27,6,318,37,55451/AL
PentHouse Apartment in a Central Building,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14318,-8.61612,Entire home/apt,167,1,282,2022-12-04,2.67,6,286,59,600/AL
3rd Studio,1997241,Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15389,-8.60342,Entire home/apt,81,3,71,2021-10-25,0.55,8,362,0,6640/AL
Wine Hostel - 6 Bed Mixed Dorm  Ensuite,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14717,-8.61604,Shared room,25,1,87,2022-11-06,0.83,6,317,15,55451/AL
Studio 3,1997241,Studios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1524,-8.60596,Entire home/apt,57,3,16,2022-06-11,0.13,8,362,1,69532/AL
Apartreboleira. Terrace with a view,3534864,Anne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14094,-8.61659,Entire home/apt,143,2,446,2022-12-10,3.58,1,184,67,14929-AL
RIVERTOPVIEW by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,81,1,194,2022-10-29,1.56,19,333,36,14925/AL
Cozy studio w/free parking - Oporto,7067789,Manuela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13848,-8.61174,Entire home/apt,52,2,258,2022-12-02,2.28,2,352,61,71689/AL
Large flat @ the beach w/Sea view - Flowerstreet54,2714853,Cristina,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17473,-8.68521,Entire home/apt,96,4,73,2022-10-26,0.64,1,148,16,
Wine Hostel - 8 Bed  Mixed Dorm / Shared bathroom,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14724,-8.61732,Shared room,21,1,283,2022-12-06,2.74,6,317,170,55451/AL
Apartment center w/free parking,7067789,Manuela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13806,-8.61345,Entire home/apt,60,2,177,2022-11-27,1.61,2,270,38,107800/AL
FOZ DO DOURO HOUSE,7067511,Susana,VILA NOVA DE GAIA,Canidelo,41.13495,-8.649,Entire home/apt,220,3,11,2022-08-24,0.1,1,363,1,
GuestReady - Astern Innvict,402191311,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1418,-8.61577,Entire home/apt,36,1,256,2022-12-11,2.24,98,285,40,5620/AL
Green Oporto Home River Front - Ribeira,2010935,Diana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13904,-8.61674,Entire home/apt,51,2,24,2020-09-06,0.21,13,249,0,7250/AL
Mouzinho 134 - Historical Center - Grey,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,67,2,464,2022-12-11,4.05,9,360,40,6474/AL
Mouzinho 134 - Historical Center - Yellow,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,250,2,439,2022-11-01,3.58,9,359,23,6482/AL
Almada 329 Apartment,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15075,-8.61269,Entire home/apt,50,2,393,2022-12-07,4.14,16,330,56,19111/AL
5 minute walk to River Douro?,7090133,Pedro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13269,-8.60848,Private room,14,2,139,2018-04-26,1.25,1,0,0,
Sunny bedroom near the Douro river,3614742,Rui And Sergey,VILA NOVA DE GAIA,Oliveira do Douro,41.13179,-8.60276,Private room,35,2,141,2022-10-31,1.58,1,316,30,
"Little and nice inner room, Oporto",1736427,José António & Isabel,PORTO,Ramalde,41.17626,-8.62912,Private room,20,1,117,2022-11-23,1.31,1,206,17,54199/AL
Mouzinho 134 - Historical Center - Brown,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,67,2,461,2022-12-11,4.02,9,364,32,6462/AL
RIVERSTUDIO by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,70,1,70,2020-08-16,0.58,19,0,0,21027/AL
Home away from home...in Porto!,9727633,Rosiris,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12981,-8.60578,Entire home/apt,218,3,23,2022-06-10,0.22,2,349,1,45652
Mouzinho 134 - Historical Center - Orange,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,73,2,553,2022-11-28,4.82,9,357,43,6475/AL
Apartment  Douro Ribeira Porto,6410302,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1405,-8.61484,Entire home/apt,62,2,399,2022-12-09,3.63,2,243,43,7057/AL
Apartment Arca D`água with parking,2821843,Paulo,PORTO,Paranhos,41.16992,-8.60825,Entire home/apt,39,3,189,2020-08-24,1.54,1,230,0,
GuestReady - Topmast/Innvict River Views!,402191311,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14177,-8.61738,Entire home/apt,39,1,322,2022-12-13,2.82,98,275,41,5620/AL
OPO.APT - Pateo Apartment 110-0,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,68,2,70,2022-10-07,0.65,7,254,9,6989/AL
Eiffel Riverside Garden (Ribeira),9943979,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14099,-8.60876,Entire home/apt,69,3,289,2020-10-27,2.74,2,255,0,27018/AL
The Pool House-up to 10p,3141414,Alcina,VILA NOVA DE GAIA,Oliveira do Douro,41.11004,-8.59287,Entire home/apt,250,3,99,2022-09-22,0.94,1,360,13,
B&B Luxury Suite (Low Cost),7218300,Manuel,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12395,-8.61502,Private room,58,2,107,2022-10-17,0.93,3,365,3,Exempt
Porto Invictus,10079202,Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14994,-8.60533,Entire home/apt,71,2,262,2022-11-04,2.38,1,179,25,85269/AL
OPO.APT -  Art Déco Apartment 110-1,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,53,2,182,2022-12-11,1.5,7,348,15,6985/AL
Welcome to So Cool Hostel Porto!,7226039,So Cool Hostel Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15648,-8.62071,Shared room,22,1,79,2022-11-27,0.74,12,237,6,6686/AL
Apartamento  a 50 metros da praia,14578573,Eunice,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07563,-8.65561,Entire home/apt,94,4,21,2022-09-05,0.22,1,253,6,111279/AL
Casais da Bandeirinha,10145870,Cristina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14603,-8.6208,Entire home/apt,95,3,225,2022-11-06,2.06,1,305,26,5705/AL
RIVERFRONT APARTMENT IN CENTER OF PORTO,7238676,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.141701,-8.618473,Entire home/apt,81,2,378,2022-12-09,3.59,3,327,65,71550/AL
(O)Porto Gaia Flat -Quiet & Central,3043794,Armando,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12907,-8.61801,Entire home/apt,48,3,55,2022-11-11,0.55,5,364,9,
FLH Porto Vista House,3953109,Feels Like Home,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13725,-8.61014,Entire home/apt,260,1,127,2022-11-28,1.21,85,206,20,52331/AL
Wine Apartments I - Ribeira 1BR by LovelyStay,7260938,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14323,-8.61452,Entire home/apt,38,2,93,2022-11-15,0.9,3,206,42,6999/AL
"Bartolomeu beach apartments, sea view and spa",7379362,Alves & Craveiro,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14981,-8.67586,Entire home/apt,93,1,65,2022-10-19,0.62,1,324,17,6330/AL
Young flat: great view with hammock,5265554,Tiago'S House,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.1457,-8.55635,Private room,8509,3,45,2016-09-29,0.39,1,0,0,
Apart by the beach in trendy place,3284341,Mariana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15709,-8.68123,Entire home/apt,92,5,2,2015-07-23,0.02,2,337,0,
Porto Sé House Apartament,14667345,Maria Manuela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61209,Entire home/apt,110,2,99,2022-08-31,0.94,4,260,3,45863/AL 45874/AL 45876/AL 45881/AL
Douro Marina Studios,14747315,Abel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14225,-8.64683,Entire home/apt,90,2,72,2022-12-12,0.69,1,280,22,46915/AL
CASAS DO PORTO - Classic Apartment with Balcony,7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61542,Entire home/apt,95,2,1,2013-10-02,0.01,7,295,0,6667/AL
Tapada S.Domingos-Casa S.Sebastião,10616005,Sebastiao,GONDOMAR,Foz do Sousa e Covelo,41.07444,-8.5043,Entire home/apt,199,3,3,2022-06-13,0.36,4,338,3,
CASAS DO PORTO - Elegance Apartment,7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61542,Entire home/apt,148,2,23,2022-08-08,0.2,7,308,4,6675/AL
Casa da Adega - Arco Village- QA,10602021,Lucio,TROFA,Alvarelhos e Guidões,41.31074,-8.61901,Entire home/apt,120,2,37,2022-09-03,0.41,1,341,6,27348/AL
"Stone House1, Central with Terrace",7720702,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15605,-8.60929,Entire home/apt,71,3,46,2022-10-10,0.45,2,364,10,
CASAS DO PORTO - Deluxe Apartment in Downtown,7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61542,Entire home/apt,140,2,16,2018-06-25,0.14,7,253,0,6681/AL
PORTO - European BEST Destination,6369029,Teresa,PORTO,Paranhos,41.1712,-8.59501,Private room,11,14,39,2022-08-01,0.37,14,12,6,Exempt
Tapada S.Domingos-Casa Mª Adelina,10616005,Sebastiao,GONDOMAR,Foz do Sousa e Covelo,41.07517,-8.50545,Entire home/apt,254,3,4,2018-06-14,0.04,4,339,0,
Tapada S.Domingos-Casa S.Miguel,10616005,Sebastiao,GONDOMAR,Foz do Sousa e Covelo,41.07492,-8.50562,Entire home/apt,206,3,1,2022-06-02,0.15,4,341,1,
Garden House 1680,7481683,Ruca,VILA NOVA DE GAIA,Arcozelo,41.0426,-8.64949,Entire home/apt,160,4,67,2022-11-12,0.6,3,317,13,17893/AL
"Dream corner by waterfalls, 20 min to Porto- Ap2",680010,Liana,PAREDES,Parada de Todeia,41.158642,-8.378835,Entire home/apt,22,2,6,2022-09-14,0.05,12,275,2,25639/AL
Cool private suite,10702164,João,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.13256,-8.6079,Private room,19,3,0,,,1,0,0,
Room in center  near the beach,14905055,Isabel,VILA DO CONDE,Vila do Conde,41.35096,-8.74409,Private room,34,2,43,2022-10-20,0.42,3,334,22,
Spot Apartments - Trindade 3,582444,Spot,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.153881,-8.610879,Entire home/apt,127,1,34,2022-12-02,0.3,10,313,10,5527/A
Tiles House-Lima5,14898722,Susana,PORTO,Bonfim,41.15494,-8.60207,Entire home/apt,45,2,222,2020-10-10,2.11,2,0,0,75060/AL
Rustic farm in the middle of the nature,3290522,Guilherme,OLIVEIRA DE AZEMÉIS,"O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail",40.83357,-8.48828,Entire home/apt,63,4,40,2022-11-01,0.53,3,364,10,49186/AL
Dream corner by waterfalls,680010,Liana,PAREDES,Parada de Todeia,41.15718,-8.37869,Entire home/apt,249,2,7,2020-09-02,0.09,12,266,0,25639/AL
PortoSense  Ribeira  T1 Apart Duplex   2/6 pax,14921668,PortoSense,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13954,-8.61219,Entire home/apt,161,1,58,2022-12-07,0.56,5,236,48,
"Romantic view, Large 2bedr 2bath, Port Wine area",2659631,Cristina,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.137341,-8.625255,Entire home/apt,10,3,148,2020-10-01,1.3,1,0,0,52877/AL
Brand New Sunny Apt. on the Beach,2336246,Cesar,VILA DO CONDE,Azurara,41.33886,-8.73986,Entire home/apt,72,4,41,2022-10-14,0.38,1,262,7,
Basic Studio With Top Location and View . Carmo 3,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14728,-8.61783,Entire home/apt,45,3,303,2022-11-28,2.69,7,358,27,19337/AL
Estudio no centro do Porto,11171256,Fatima,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15569,-8.60906,Entire home/apt,26,30,5,2022-09-29,0.34,1,40,3,
Adorable Apartment In Great Area by PortoCityHosts,101838501,Porto City Hosts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14233,-8.61517,Entire home/apt,71,1,297,2022-10-27,3.11,59,16,21,35755/AL
ALEGRIA 319 | 3D @ Porto Downtown,14358016,Marisa,PORTO,Bonfim,41.15123,-8.6042,Entire home/apt,55,2,95,2022-04-17,1.06,2,0,1,19336/AL
Feel Porto Panoramic Townhouse,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15366,-8.60762,Entire home/apt,234,1,75,2022-08-19,0.67,86,320,8,18733/AL
Feel Porto Downtown City Break,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15028,-8.60696,Entire home/apt,238,1,110,2022-11-08,0.97,86,322,9,5317/AL
B&B High quality room in a Luxury flat,7218300,Manuel,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1237,-8.61288,Private room,27,1,225,2022-10-22,1.97,3,342,17,
"T3 pool, gynasium, sauna",14955786,Paulo,MATOSINHOS,Matosinhos e Leça da Palmeira,41.19447,-8.69139,Entire home/apt,95,2,62,2022-08-27,0.6,1,35,1,
"Sunny ""STUDIO 52"" Porto Downtown",11230991,Lorenzo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14845,-8.61277,Entire home/apt,80,1,21,2022-07-09,0.24,3,66,1,39045/14/CMP
"Stone House 2, com terraço e Wi-Fi",7720702,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15633,-8.60756,Entire home/apt,100,3,110,2022-10-31,1.07,2,264,23,
"Chalé encantador, de estilo rural",7720982,Rogério,SANTA MARIA DA FEIRA,"Santa Maria da Feira, Travanca, Sanfins e Espargo",40.91901,-8.57506,Entire home/apt,173,2,7,2022-06-19,0.1,1,352,1,49881/AL
Feel Porto Downtown City Roofs,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15028,-8.60696,Entire home/apt,227,1,68,2022-11-07,0.68,86,328,5,51544/AL
"T3 com piscina e jacuzzi - ""Tristão e Isolda""",7823650,Tiago,VALE DE CAMBRA,Macieira de Cambra,40.86477,-8.36892,Entire home/apt,100,2,61,2022-09-18,0.65,8,360,14,54708/AL
Seaside Surf Golf City - 3 Bedrooms,11253492,Sergio,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07148,-8.65105,Entire home/apt,95,4,44,2020-09-16,0.43,1,45,0,90477/AL
Apartamento próximo a Estação São Bento,2686177,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14586,-8.60861,Entire home/apt,125,1,3,2014-09-16,0.03,24,311,0,50023/AL
Casa do Porto Carreiro,15163187,Nuno,OLIVEIRA DE AZEMÉIS,Ossela,40.81889,-8.43329,Entire home/apt,84,2,39,2022-12-09,0.44,1,294,10,Registo n°20090/AL
Porto Beach Apartment,7900833,António,VILA NOVA DE GAIA,Canidelo,41.12552,-8.66609,Entire home/apt,120,3,11,2021-04-18,0.1,1,256,0,
PortoSense Ribeira T0  Aprt  2/3 pax,14921668,PortoSense,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14127,-8.61232,Entire home/apt,131,1,1,2022-06-18,0.16,5,312,1,
Charming. Family friendly. Central.,10675704,Fernando Salvador,PORTO,Bonfim,41.15598,-8.6002,Entire home/apt,34,4,273,2022-11-28,2.55,1,175,15,65451/AL
Studio with terrace @ historic centre,504285,Raul,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14445,-8.61753,Entire home/apt,79,3,445,2022-11-13,3.91,4,324,51,6452/AL
Great Apartment close to the beach,2449196,Gustavo,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17767,-8.68541,Entire home/apt,75,5,6,2022-06-30,0.09,1,0,3,
"VillaMaria, Porto, Beach & Holidays",11534430,Charlotte,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.26206,-8.71817,Entire home/apt,250,2,11,2019-08-13,0.12,2,359,0,178337862
Ribeira Cinema Apartments - 2 Bedrooms Apartment,1619243,Tomé Receptionist,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14114,-8.6091,Entire home/apt,168,1,17,2022-10-09,0.15,4,316,3,6842/AL
Basic Studio With Top Location and View . Carmo 4,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14682,-8.61757,Entire home/apt,44,3,258,2022-11-07,2.43,7,360,38,19340/AL
Foz Gardens,7959537,Manuela,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1495,-8.66763,Entire home/apt,74,2,9,2022-10-29,0.16,1,309,5,51881/AL
